brand,model,submodel,year,age,mileage,mileage_per_year,mileage_missing,gear,engine,color,price,priceType,sourceName,sourceType,sourceUrl,externalId,dateRecorded,created_at,updated_at,id
BENZ,E-CLASS,E200,2020,5,100000,20000,1,UNKNOWN,UNKNOWN,UNKNOWN,1900000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,18950
BENZ,E-CLASS,E220,2020,5,100000,20000,1,UNKNOWN,UNKNOWN,UNKNOWN,1375500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,18960
BENZ,E-CLASS,UNKNOWN,2021,4,48300,12075,0,AUTO,UNKNOWN,เทา,1590000,UNKNOWN,UNKNOWN,UNKNOWN,,,11/27/2025,11/27/2025 12:00,11/27/2025 12:00,1511
BENZ,E-CLASS,E200,2021,4,100000,25000,1,UNKNOWN,UNKNOWN,UNKNOWN,2162500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,18933
BENZ,E-CLASS,E200,2021,4,100000,25000,1,UNKNOWN,UNKNOWN,UNKNOWN,2107000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,18934
BENZ,E-CLASS,E200,2021,4,100000,25000,1,UNKNOWN,UNKNOWN,UNKNOWN,2447000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,18935
BENZ,E-CLASS,E200,2021,4,100000,25000,1,UNKNOWN,UNKNOWN,UNKNOWN,2162500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,18946
BENZ,E-CLASS,E200,2021,4,100000,25000,1,UNKNOWN,UNKNOWN,UNKNOWN,2107000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,18947
BENZ,E-CLASS,E200,2021,4,100000,25000,1,UNKNOWN,UNKNOWN,UNKNOWN,2447000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,18948
BENZ,E-CLASS,E220,2021,4,100000,25000,1,UNKNOWN,UNKNOWN,UNKNOWN,1636000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,18958
BENZ,E-CLASS,E220,2021,4,100000,25000,1,UNKNOWN,UNKNOWN,UNKNOWN,1529000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,18959
BENZ,E-CLASS,E200,2022,3,100000,33333.33333,1,UNKNOWN,UNKNOWN,UNKNOWN,2391500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,18931
BENZ,E-CLASS,E200,2022,3,100000,33333.33333,1,UNKNOWN,UNKNOWN,UNKNOWN,2657500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,18932
BENZ,E-CLASS,E200,2022,3,100000,33333.33333,1,UNKNOWN,UNKNOWN,UNKNOWN,2391500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,18944
BENZ,E-CLASS,E200,2022,3,100000,33333.33333,1,UNKNOWN,UNKNOWN,UNKNOWN,2657500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,18945
BENZ,E-CLASS,E220,2022,3,100000,33333.33333,1,UNKNOWN,UNKNOWN,UNKNOWN,1808000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,18957
BENZ,E-CLASS,UNKNOWN,2024,1,2000,2000,0,AUTO,UNKNOWN,ดำ,2299000,UNKNOWN,UNKNOWN,UNKNOWN,,,11/27/2025,11/27/2025 12:00,11/27/2025 12:00,1094
BMW,SERIES 1,116i,2015,10,100000,10000,1,UNKNOWN,UNKNOWN,UNKNOWN,351500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,18986
BMW,SERIES 1,116i,2015,10,100000,10000,1,UNKNOWN,UNKNOWN,UNKNOWN,411000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,18987
BMW,SERIES 1,116i,2014,11,100000,9090.909091,1,UNKNOWN,UNKNOWN,UNKNOWN,329500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,18988
BMW,SERIES 1,116i,2014,11,100000,9090.909091,1,AT,UNKNOWN,UNKNOWN,355500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,18989
BMW,SERIES 1,116i,2014,11,100000,9090.909091,1,UNKNOWN,UNKNOWN,UNKNOWN,381500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,18990
BMW,SERIES 1,116i,2013,12,100000,8333.333333,1,UNKNOWN,UNKNOWN,UNKNOWN,337500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,18991
BMW,SERIES 1,118i,2020,5,100000,20000,1,UNKNOWN,UNKNOWN,UNKNOWN,827000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,18992
BMW,SERIES 1,118i,2019,6,100000,16666.66667,1,UNKNOWN,UNKNOWN,UNKNOWN,623500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,18993
BMW,SERIES 1,118i,2018,7,100000,14285.71429,1,UNKNOWN,UNKNOWN,UNKNOWN,536500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,18994
BMW,SERIES 1,118i,2018,7,100000,14285.71429,1,UNKNOWN,UNKNOWN,UNKNOWN,580000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,18995
BMW,SERIES 1,118i,2017,8,100000,12500,1,UNKNOWN,UNKNOWN,UNKNOWN,493500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,18996
BMW,SERIES 1,118i,2016,9,100000,11111.11111,1,AT,UNKNOWN,UNKNOWN,474000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,18997
BMW,SERIES 1,118i,2016,9,100000,11111.11111,1,UNKNOWN,UNKNOWN,UNKNOWN,448000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,18998
BMW,SERIES 1,118i,2015,10,100000,10000,1,AT,UNKNOWN,UNKNOWN,450000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,18999
BMW,SERIES 1,118i,2015,10,100000,10000,1,UNKNOWN,UNKNOWN,UNKNOWN,412500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,19000
BMW,SERIES 1,120D,2010,15,100000,6666.666667,1,UNKNOWN,UNKNOWN,UNKNOWN,448500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,19001
BMW,SERIES 1,120D,2009,16,100000,6250,1,UNKNOWN,UNKNOWN,UNKNOWN,428500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,19002
BMW,SERIES 2,218i,2020,5,100000,20000,1,UNKNOWN,UNKNOWN,UNKNOWN,859500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,19003
BMW,SERIES 2,218i,2017,8,100000,12500,1,UNKNOWN,UNKNOWN,UNKNOWN,426000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,19004
BMW,SERIES 2,218i,2017,8,100000,12500,1,UNKNOWN,UNKNOWN,UNKNOWN,469500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,19005
BMW,SERIES 2,218i,2016,9,100000,11111.11111,1,UNKNOWN,UNKNOWN,UNKNOWN,402500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,19006
BMW,SERIES 2,218i,2016,9,100000,11111.11111,1,UNKNOWN,UNKNOWN,UNKNOWN,434000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,19007
BMW,SERIES 2,218i,2015,10,100000,10000,1,UNKNOWN,UNKNOWN,UNKNOWN,366500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,19008
BMW,SERIES 2,218i,2015,10,100000,10000,1,UNKNOWN,UNKNOWN,UNKNOWN,396000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,19009
BMW,SERIES 2,218i,2017,8,100000,12500,1,UNKNOWN,UNKNOWN,UNKNOWN,673500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,19010
BMW,SERIES 2,218i,2016,9,100000,11111.11111,1,UNKNOWN,UNKNOWN,UNKNOWN,604000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,19011
BMW,SERIES 2,218i,2015,10,100000,10000,1,UNKNOWN,UNKNOWN,UNKNOWN,533500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,19012
BMW,SERIES 2,220i,2022,3,100000,33333.33333,1,AT,UNKNOWN,UNKNOWN,1154000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,19013
BMW,SERIES 2,220i,2022,3,100000,33333.33333,1,AT,UNKNOWN,UNKNOWN,1023000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,19014
BMW,SERIES 2,220i,2021,4,100000,25000,1,AT,UNKNOWN,UNKNOWN,1030500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,19015
BMW,SERIES 2,220i,2021,4,100000,25000,1,UNKNOWN,UNKNOWN,UNKNOWN,983500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,19016
BMW,SERIES 2,220i,2020,5,100000,20000,1,UNKNOWN,UNKNOWN,UNKNOWN,924500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,19017
BMW,SERIES 2,220i,2015,10,100000,10000,1,UNKNOWN,UNKNOWN,UNKNOWN,732000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,19018
BMW,SERIES 2,220i,2015,10,100000,10000,1,UNKNOWN,UNKNOWN,UNKNOWN,691500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,19019
BMW,SERIES 2,220i,2014,11,100000,9090.909091,1,UNKNOWN,UNKNOWN,UNKNOWN,650000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,19020
BMW,SERIES 2,220i,2014,11,100000,9090.909091,1,UNKNOWN,UNKNOWN,UNKNOWN,617500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,19021
BMW,SERIES 2,225i,2022,3,100000,33333.33333,1,AT,UNKNOWN,UNKNOWN,1154000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,19022
BMW,SERIES 2,225i,2022,3,100000,33333.33333,1,AT,UNKNOWN,UNKNOWN,1023000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,19023
BMW,SERIES 2,225i,2021,4,100000,25000,1,AT,UNKNOWN,UNKNOWN,1030500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,19024
BMW,SERIES 2,225i,2021,4,100000,25000,1,UNKNOWN,UNKNOWN,UNKNOWN,983500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,19025
BMW,SERIES 2,225i,2020,5,100000,20000,1,UNKNOWN,UNKNOWN,UNKNOWN,924500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,19026
BMW,SERIES 2,225i,2015,10,100000,10000,1,UNKNOWN,UNKNOWN,UNKNOWN,732000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,19027
BMW,SERIES 2,225i,2015,10,100000,10000,1,UNKNOWN,UNKNOWN,UNKNOWN,691500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,19028
BMW,SERIES 2,225i,2014,11,100000,9090.909091,1,UNKNOWN,UNKNOWN,UNKNOWN,650000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,19029
BMW,SERIES 2,225i,2014,11,100000,9090.909091,1,UNKNOWN,UNKNOWN,UNKNOWN,617500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,19030
BMW,SERIES 3,320D,2017,8,100000,12500,1,UNKNOWN,UNKNOWN,UNKNOWN,676000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,19061
BMW,SERIES 3,320D,2018,7,100000,14285.71429,1,UNKNOWN,UNKNOWN,UNKNOWN,824000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,19052
BMW,SERIES 3,320D,2018,7,100000,14285.71429,1,UNKNOWN,UNKNOWN,UNKNOWN,889000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,19053
BMW,SERIES 3,320D,2018,7,100000,14285.71429,1,UNKNOWN,UNKNOWN,UNKNOWN,824000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,19054
BMW,SERIES 3,320D,2018,7,100000,14285.71429,1,AT,UNKNOWN,UNKNOWN,645000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,19055
BMW,SERIES 3,320D,2018,7,100000,14285.71429,1,AT,UNKNOWN,UNKNOWN,718000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,19056
BMW,SERIES 3,320D,2019,6,100000,16666.66667,1,AT,UNKNOWN,UNKNOWN,902500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,19047
BMW,SERIES 3,320D,2019,6,100000,16666.66667,1,UNKNOWN,UNKNOWN,UNKNOWN,1000000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,19048
BMW,SERIES 3,320D,2019,6,100000,16666.66667,1,AT,UNKNOWN,UNKNOWN,736000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,19049
BMW,SERIES 3,320D,2019,6,100000,16666.66667,1,UNKNOWN,UNKNOWN,UNKNOWN,814500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,19050
BMW,SERIES 3,320D,2019,6,100000,16666.66667,1,AT,UNKNOWN,UNKNOWN,990500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,19051
BMW,SERIES 3,320D,2020,5,100000,20000,1,UNKNOWN,UNKNOWN,UNKNOWN,911000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,19042
BMW,SERIES 3,320D,2020,5,100000,20000,1,UNKNOWN,UNKNOWN,UNKNOWN,994500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,19043
BMW,SERIES 3,320D,2020,5,100000,20000,1,UNKNOWN,UNKNOWN,UNKNOWN,1101000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,19044
BMW,SERIES 3,320D,2020,5,100000,20000,1,UNKNOWN,UNKNOWN,UNKNOWN,1106000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,19045
BMW,SERIES 3,320D,2020,5,100000,20000,1,UNKNOWN,UNKNOWN,UNKNOWN,1031500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,19046
BMW,SERIES 3,320D,2021,4,100000,25000,1,AT,UNKNOWN,UNKNOWN,1128000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,19040
BMW,SERIES 3,320D,2021,4,100000,25000,1,UNKNOWN,UNKNOWN,UNKNOWN,1207500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,19041
BMW,SERIES 3,320D,2022,3,100000,33333.33333,1,AT,UNKNOWN,UNKNOWN,1270500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,19039
BMW,SERIES 3,320i,2010,15,100000,6666.666667,1,UNKNOWN,UNKNOWN,UNKNOWN,246500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,19093
BMW,SERIES 3,320i,2011,14,100000,7142.857143,1,AT,UNKNOWN,UNKNOWN,267000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,19092
BMW,SERIES 3,320i,2012,13,100000,7692.307692,1,AT,UNKNOWN,UNKNOWN,307500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,19088
BMW,SERIES 3,320i,2012,13,100000,7692.307692,1,UNKNOWN,UNKNOWN,UNKNOWN,349000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,19089
BMW,SERIES 3,320i,2012,13,100000,7692.307692,1,UNKNOWN,UNKNOWN,UNKNOWN,352000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,19090
BMW,SERIES 3,320i,2012,13,100000,7692.307692,1,UNKNOWN,UNKNOWN,UNKNOWN,364500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,19091
BMW,SERIES 3,320i,2013,12,100000,8333.333333,1,UNKNOWN,UNKNOWN,UNKNOWN,366000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,19085
BMW,SERIES 3,320i,2013,12,100000,8333.333333,1,UNKNOWN,UNKNOWN,UNKNOWN,370500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,19086
BMW,SERIES 3,320i,2013,12,100000,8333.333333,1,UNKNOWN,UNKNOWN,UNKNOWN,385500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,19087
BMW,SERIES 3,320i,2014,11,100000,9090.909091,1,AT,UNKNOWN,UNKNOWN,366000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,19082
BMW,SERIES 3,320i,2014,11,100000,9090.909091,1,AT,UNKNOWN,UNKNOWN,410500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,19083
BMW,SERIES 3,320i,2014,11,100000,9090.909091,1,AT,UNKNOWN,UNKNOWN,440000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,19084
BMW,SERIES 3,320i,2015,10,100000,10000,1,UNKNOWN,UNKNOWN,UNKNOWN,373000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,19077
BMW,SERIES 3,320i,2015,10,100000,10000,1,UNKNOWN,UNKNOWN,UNKNOWN,492500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,19078
BMW,SERIES 3,320i,2015,10,100000,10000,1,UNKNOWN,UNKNOWN,UNKNOWN,444500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,19079
BMW,SERIES 3,320i,2015,10,100000,10000,1,UNKNOWN,UNKNOWN,UNKNOWN,452000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,19080
BMW,SERIES 3,320i,2015,10,100000,10000,1,UNKNOWN,UNKNOWN,UNKNOWN,492500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,19081
BMW,SERIES 3,320i,2016,9,100000,11111.11111,1,AT,UNKNOWN,UNKNOWN,445000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,19074
BMW,SERIES 3,320i,2016,9,100000,11111.11111,1,UNKNOWN,UNKNOWN,UNKNOWN,501500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,19075
BMW,SERIES 3,320i,2016,9,100000,11111.11111,1,UNKNOWN,UNKNOWN,UNKNOWN,518500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,19076
BMW,SERIES 3,320i,2017,8,100000,12500,1,UNKNOWN,UNKNOWN,UNKNOWN,535000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,19072
BMW,SERIES 3,320i,2017,8,100000,12500,1,UNKNOWN,UNKNOWN,UNKNOWN,535000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,19073
BMW,SERIES 3,320CI,2008,17,100000,5882.352941,1,UNKNOWN,UNKNOWN,UNKNOWN,879500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,19104
BMW,SERIES 3,320CI,2008,17,100000,5882.352941,1,UNKNOWN,UNKNOWN,UNKNOWN,785000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,19105
BMW,SERIES 3,320CI,2009,16,100000,6250,1,UNKNOWN,UNKNOWN,UNKNOWN,778000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,19102
BMW,SERIES 3,320CI,2009,16,100000,6250,1,UNKNOWN,UNKNOWN,UNKNOWN,692500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,19103
BMW,SERIES 3,320CI,2010,15,100000,6666.666667,1,UNKNOWN,UNKNOWN,UNKNOWN,626000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,19100
BMW,SERIES 3,320CI,2010,15,100000,6666.666667,1,UNKNOWN,UNKNOWN,UNKNOWN,550000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,19101
BMW,SERIES 3,320CI,2011,14,100000,7142.857143,1,UNKNOWN,UNKNOWN,UNKNOWN,703500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,19098
BMW,SERIES 3,320CI,2011,14,100000,7142.857143,1,UNKNOWN,UNKNOWN,UNKNOWN,619500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,19099
BMW,SERIES 3,320CI,2012,13,100000,7692.307692,1,UNKNOWN,UNKNOWN,UNKNOWN,782500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,19096
BMW,SERIES 3,320CI,2012,13,100000,7692.307692,1,UNKNOWN,UNKNOWN,UNKNOWN,686000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,19097
BMW,SERIES 3,320CI,2013,12,100000,8333.333333,1,UNKNOWN,UNKNOWN,UNKNOWN,902500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,19094
BMW,SERIES 3,320CI,2013,12,100000,8333.333333,1,UNKNOWN,UNKNOWN,UNKNOWN,790000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,19095
BMW,SERIES 3,320LI,2021,4,100000,25000,1,UNKNOWN,UNKNOWN,UNKNOWN,1156000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,19107
BMW,SERIES 3,320LI,2022,3,100000,33333.33333,1,UNKNOWN,UNKNOWN,UNKNOWN,1303500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,19106
BMW,SERIES 3,325D,2014,11,100000,9090.909091,1,UNKNOWN,UNKNOWN,UNKNOWN,603000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,19109
BMW,SERIES 3,325D,2015,10,100000,10000,1,UNKNOWN,UNKNOWN,UNKNOWN,653000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,19108
BMW,SERIES 3,325i,2007,18,100000,5555.555556,1,AT,UNKNOWN,UNKNOWN,315500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,19114
BMW,SERIES 3,325i,2008,17,100000,5882.352941,1,AT,UNKNOWN,UNKNOWN,328000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,19113
BMW,SERIES 3,325i,2010,15,100000,6666.666667,1,UNKNOWN,UNKNOWN,UNKNOWN,327000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,19112
