brand,model,submodel,year,age,mileage,mileage_per_year,mileage_missing,gear,engine,color,price,priceType,sourceName,sourceType,sourceUrl,externalId,dateRecorded,created_at,updated_at,id
HONDA,MOBILIO,RS,2021,4,100000,25000,1,UNKNOWN,UNKNOWN,UNKNOWN,355000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,17083
HONDA,MOBILIO,RS,2022,3,100000,33333.33333,1,UNKNOWN,UNKNOWN,UNKNOWN,387000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,17080
HONDA,MOBILIO,S,2014,11,100000,9090.909091,1,UNKNOWN,UNKNOWN,UNKNOWN,200500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,17109
HONDA,MOBILIO,S,2015,10,100000,10000,1,AT,UNKNOWN,UNKNOWN,213000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,17106
HONDA,MOBILIO,S,2016,9,100000,11111.11111,1,UNKNOWN,UNKNOWN,UNKNOWN,221000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,17100
HONDA,MOBILIO,S,2017,8,100000,12500,1,AT,UNKNOWN,UNKNOWN,243000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,17095
HONDA,MOBILIO,S,2018,7,100000,14285.71429,1,UNKNOWN,UNKNOWN,UNKNOWN,261000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,17093
HONDA,MOBILIO,S,2019,6,100000,16666.66667,1,UNKNOWN,UNKNOWN,UNKNOWN,277500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,17090
HONDA,MOBILIO,S,2020,5,100000,20000,1,UNKNOWN,UNKNOWN,UNKNOWN,289500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,17087
HONDA,MOBILIO,S,2021,4,100000,25000,1,UNKNOWN,UNKNOWN,UNKNOWN,305500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,17084
HONDA,MOBILIO,S,2022,3,100000,33333.33333,1,UNKNOWN,UNKNOWN,UNKNOWN,330500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,17081
HONDA,MOBILIO,S,2014,11,100000,9090.909091,1,UNKNOWN,UNKNOWN,UNKNOWN,170000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,17111
HONDA,MOBILIO,S,2015,10,100000,10000,1,UNKNOWN,UNKNOWN,UNKNOWN,185500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,17107
HONDA,MOBILIO,S,2016,9,100000,11111.11111,1,UNKNOWN,UNKNOWN,UNKNOWN,193000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,17103
HONDA,MOBILIO,S,2017,8,100000,12500,1,UNKNOWN,UNKNOWN,UNKNOWN,229000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,17098
HONDA,MOBILIO,V,2014,11,100000,9090.909091,1,UNKNOWN,UNKNOWN,UNKNOWN,211500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,17112
HONDA,MOBILIO,V,2015,10,100000,10000,1,UNKNOWN,UNKNOWN,UNKNOWN,215500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,17108
HONDA,MOBILIO,V,2016,9,100000,11111.11111,1,UNKNOWN,UNKNOWN,UNKNOWN,221500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,17104
HONDA,MOBILIO,V,2017,8,100000,12500,1,UNKNOWN,UNKNOWN,UNKNOWN,253500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,17099
HONDA,MOBILIO,V,2018,7,100000,14285.71429,1,AT,UNKNOWN,UNKNOWN,272000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,17094
HONDA,MOBILIO,V,2019,6,100000,16666.66667,1,AT,UNKNOWN,UNKNOWN,292500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,17091
HONDA,MOBILIO,V,2020,5,100000,20000,1,UNKNOWN,UNKNOWN,UNKNOWN,305500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,17088
HONDA,MOBILIO,V,2021,4,100000,25000,1,UNKNOWN,UNKNOWN,UNKNOWN,325000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,17085
HONDA,MOBILIO,V,2022,3,100000,33333.33333,1,UNKNOWN,UNKNOWN,UNKNOWN,352000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,17082
HONDA,ODYSSEY,E,2013,12,100000,8333.333333,1,UNKNOWN,UNKNOWN,UNKNOWN,548500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,17119
HONDA,ODYSSEY,E,2014,11,100000,9090.909091,1,UNKNOWN,UNKNOWN,UNKNOWN,575500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,17117
HONDA,ODYSSEY,E,2015,10,100000,10000,1,UNKNOWN,UNKNOWN,UNKNOWN,632500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,17115
HONDA,ODYSSEY,E,2016,9,100000,11111.11111,1,UNKNOWN,UNKNOWN,UNKNOWN,695000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,17113
HONDA,ODYSSEY,EL,2013,12,100000,8333.333333,1,UNKNOWN,UNKNOWN,UNKNOWN,581000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,17120
HONDA,ODYSSEY,EL,2014,11,100000,9090.909091,1,UNKNOWN,UNKNOWN,UNKNOWN,610500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,17118
HONDA,ODYSSEY,EL,2015,10,100000,10000,1,UNKNOWN,UNKNOWN,UNKNOWN,671000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,17116
HONDA,ODYSSEY,EL,2016,9,100000,11111.11111,1,UNKNOWN,UNKNOWN,UNKNOWN,737000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,17114
HONDA,SUPER CLUB,E,2013,12,100000,8333.333333,1,UNKNOWN,UNKNOWN,UNKNOWN,548500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,17130
HONDA,SUPER CLUB,E,2014,11,100000,9090.909091,1,UNKNOWN,UNKNOWN,UNKNOWN,575500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,17128
HONDA,SUPER CLUB,E,2015,10,100000,10000,1,UNKNOWN,UNKNOWN,UNKNOWN,632500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,17126
HONDA,SUPER CLUB,E,2016,9,100000,11111.11111,1,UNKNOWN,UNKNOWN,UNKNOWN,695000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,17124
HONDA,SUPER CLUB,EL,2013,12,100000,8333.333333,1,UNKNOWN,UNKNOWN,UNKNOWN,581000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,17131
HONDA,SUPER CLUB,EL,2014,11,100000,9090.909091,1,UNKNOWN,UNKNOWN,UNKNOWN,610500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,17129
HONDA,SUPER CLUB,EL,2015,10,100000,10000,1,UNKNOWN,UNKNOWN,UNKNOWN,671000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,17127
HONDA,SUPER CLUB,EL,2016,9,100000,11111.11111,1,UNKNOWN,UNKNOWN,UNKNOWN,737000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,17125
HONDA,WAVE,E,2013,12,100000,8333.333333,1,UNKNOWN,UNKNOWN,UNKNOWN,548500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,17141
HONDA,WAVE,E,2014,11,100000,9090.909091,1,UNKNOWN,UNKNOWN,UNKNOWN,575500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,17139
HONDA,WAVE,E,2015,10,100000,10000,1,UNKNOWN,UNKNOWN,UNKNOWN,632500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,17137
HONDA,WAVE,E,2016,9,100000,11111.11111,1,UNKNOWN,UNKNOWN,UNKNOWN,695000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,17135
HONDA,WAVE,EL,2013,12,100000,8333.333333,1,UNKNOWN,UNKNOWN,UNKNOWN,581000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,17142
HONDA,WAVE,EL,2014,11,100000,9090.909091,1,UNKNOWN,UNKNOWN,UNKNOWN,610500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,17140
HONDA,WAVE,EL,2015,10,100000,10000,1,UNKNOWN,UNKNOWN,UNKNOWN,671000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,17138
HONDA,WAVE,EL,2016,9,100000,11111.11111,1,UNKNOWN,UNKNOWN,UNKNOWN,737000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,17136
HONDA,WR-V,E,2013,12,100000,8333.333333,1,UNKNOWN,UNKNOWN,UNKNOWN,548500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,17152
HONDA,WR-V,E,2014,11,100000,9090.909091,1,UNKNOWN,UNKNOWN,UNKNOWN,575500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,17150
HONDA,WR-V,E,2015,10,100000,10000,1,UNKNOWN,UNKNOWN,UNKNOWN,632500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,17148
HONDA,WR-V,E,2016,9,100000,11111.11111,1,UNKNOWN,UNKNOWN,UNKNOWN,695000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,17146
HONDA,WR-V,EL,2013,12,100000,8333.333333,1,UNKNOWN,UNKNOWN,UNKNOWN,581000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,17153
HONDA,WR-V,EL,2014,11,100000,9090.909091,1,UNKNOWN,UNKNOWN,UNKNOWN,610500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,17151
HONDA,WR-V,EL,2015,10,100000,10000,1,UNKNOWN,UNKNOWN,UNKNOWN,671000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,17149
HONDA,WR-V,EL,2016,9,100000,11111.11111,1,UNKNOWN,UNKNOWN,UNKNOWN,737000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,17147
ISUZU,D-MAX,UNKNOWN,2019,6,182820,30470,0,AUTO,UNKNOWN,RED,489000,UNKNOWN,UNKNOWN,UNKNOWN,,,11/27/2025,11/27/2025 12:00,11/27/2025 12:00,959
ISUZU,D-MAX,UNKNOWN,2019,6,188222,31370.33333,0,AUTO,UNKNOWN,RED,489000,UNKNOWN,UNKNOWN,UNKNOWN,,,11/27/2025,11/27/2025 12:00,11/27/2025 12:00,1087
ISUZU,D-MAX,UNKNOWN,2019,6,146959,24493.16667,0,AUTO,UNKNOWN,ดำ,500000,UNKNOWN,UNKNOWN,UNKNOWN,,,11/27/2025,11/27/2025 12:00,11/27/2025 12:00,1397
ISUZU,MU-7,MU-7 3.0 ACTIVO (VGS/ABS/SRS) SUPER PLATINUM I-GENII,2010,15,100000,6666.666667,1,UNKNOWN,UNKNOWN,UNKNOWN,322000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,17182
ISUZU,MU-7,MU-7 3.0 ACTIVO (VGS/ABS/SRS) SUPER PLATINUM I-GENII MAN,2010,15,100000,6666.666667,1,UNKNOWN,UNKNOWN,UNKNOWN,311500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,17183
ISUZU,MU-7,MU-7 3.0 ACTIVO (VGS/ABS/SRS) SUPER TITANIUM I-GENII,2011,14,100000,7142.857143,1,UNKNOWN,UNKNOWN,UNKNOWN,339500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,17177
ISUZU,MU-7,MU-7 3.0 ACTIVO (VGS/ABS/SRS) SUPER TITANIUM I-GENII,2012,13,100000,7692.307692,1,UNKNOWN,UNKNOWN,UNKNOWN,364000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,17172
ISUZU,MU-7,MU-7 3.0 ACTIVO 4WD,2007,18,100000,5555.555556,1,UNKNOWN,UNKNOWN,UNKNOWN,241000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,17197
ISUZU,MU-7,MU-7 3.0 ACTIVO 4WD,2008,17,100000,5882.352941,1,MT,UNKNOWN,UNKNOWN,252000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,17192
ISUZU,MU-7,MU-7 3.0 ACTIVO 4WD MAN,2007,18,100000,5555.555556,1,UNKNOWN,UNKNOWN,UNKNOWN,229000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,17198
ISUZU,MU-7,MU-7 3.0 ACTIVO 4WD MAN,2008,17,100000,5882.352941,1,UNKNOWN,UNKNOWN,UNKNOWN,244000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,17193
ISUZU,MU-7,MU-7 3.0 ACTIVO 4WD PLATINUM,2009,16,100000,6250,1,AT,UNKNOWN,UNKNOWN,283500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,17188
ISUZU,MU-7,MU-7 3.0 ACTIVO 4WD PLATINUM MAN,2009,16,100000,6250,1,UNKNOWN,UNKNOWN,UNKNOWN,282000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,17187
ISUZU,MU-7,MU-7 3.0 CHOIZ (DDI/ABS/SRS) SUPER TITANIUM,2013,12,100000,8333.333333,1,UNKNOWN,UNKNOWN,UNKNOWN,367500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,17167
ISUZU,MU-7,MU-7 3.0 CHOIZ (VGS/ABS/SRS) SUPER TITANIUM I-GENII,2012,13,100000,7692.307692,1,UNKNOWN,UNKNOWN,UNKNOWN,349000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,17173
ISUZU,MU-7,MU-7 3.0 CHOIZ (VGS/ABS/SRS) SUPER TITANIUM I-GENII,2013,12,100000,8333.333333,1,AT,UNKNOWN,UNKNOWN,359000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,17168
ISUZU,MU-7,MU-7 3.0 CHOIZ 4WD (VGS/ABS/SRS) SUPER TITANIUM I-GENII,2012,13,100000,7692.307692,1,UNKNOWN,UNKNOWN,UNKNOWN,380500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,17174
ISUZU,MU-7,MU-7 3.0 CHOIZ 4WD (VGS/ABS/SRS) SUPER TITANIUM I-GENII,2013,12,100000,8333.333333,1,UNKNOWN,UNKNOWN,UNKNOWN,405000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,17169
ISUZU,MU-7,MU-7 3.0 DDI (ABS/SRS/DVD/RVC) SUPER PLATINUM,2010,15,100000,6666.666667,1,UNKNOWN,UNKNOWN,UNKNOWN,266000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,17184
ISUZU,MU-7,MU-7 3.0 DDI (ABS/SRS/DVD/RVC) SUPER PLATINUM MAN,2010,15,100000,6666.666667,1,UNKNOWN,UNKNOWN,UNKNOWN,252000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,17185
ISUZU,MU-7,MU-7 3.0 PRIMO,2007,18,100000,5555.555556,1,UNKNOWN,UNKNOWN,UNKNOWN,207500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,17199
ISUZU,MU-7,MU-7 3.0 PRIMO (VGS/2TP/LST),2007,18,100000,5555.555556,1,UNKNOWN,UNKNOWN,UNKNOWN,222000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,17200
ISUZU,MU-7,MU-7 3.0 PRIMO (VGS/2TP/LST),2008,17,100000,5882.352941,1,UNKNOWN,UNKNOWN,UNKNOWN,234000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,17194
ISUZU,MU-7,MU-7 3.0 PRIMO (VGS/2TP/LST) PLATINUM,2009,16,100000,6250,1,UNKNOWN,UNKNOWN,UNKNOWN,269500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,17189
ISUZU,MU-7,MU-7 3.0 PRIMO (VGS/ABS/SRS) SUPER PLATINUM I-GENII,2010,15,100000,6666.666667,1,AT,UNKNOWN,UNKNOWN,303500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,17186
ISUZU,MU-7,MU-7 3.0 PRIMO (VGS/ABS/SRS) SUPER TITANIUM I-GENII,2011,14,100000,7142.857143,1,MT,UNKNOWN,UNKNOWN,294000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,17178
ISUZU,MU-7,MU-7 3.0 PRIMO (VGS/ABS/SRS) SUPER TITANIUM I-GENII,2012,13,100000,7692.307692,1,MT,UNKNOWN,UNKNOWN,349000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,17175
ISUZU,MU-7,MU-7 3.0 PRIMO (VGS/ABS/SRS) SUPER TITANIUM I-GENII,2013,12,100000,8333.333333,1,UNKNOWN,UNKNOWN,UNKNOWN,328000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,17170
ISUZU,MU-7,MU-7 3.0 PRIMO (VGS/ABS/SRS) SUPER TITANIUM I-GENII MAN,2012,13,100000,7692.307692,1,UNKNOWN,UNKNOWN,UNKNOWN,291000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,17176
ISUZU,MU-7,MU-7 3.0 PRIMO (VGS/ABS/SRS) SUPER TITANIUM I-GENII MAN,2013,12,100000,8333.333333,1,UNKNOWN,UNKNOWN,UNKNOWN,310000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,17171
ISUZU,MU-7,MU-7 3.0 PRIMO EXECUTIVE GOLD SERIES,2008,17,100000,5882.352941,1,UNKNOWN,UNKNOWN,UNKNOWN,238000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,17195
ISUZU,MU-7,MU-7 3.0 PRIMO PLATINUM (TOURING EDITION),2009,16,100000,6250,1,UNKNOWN,UNKNOWN,UNKNOWN,280500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,17190
ISUZU,MU-7,MU-7 3.0 PRIMO SUPER TITANIUM I-GENII (DVD) MAN,2011,14,100000,7142.857143,1,UNKNOWN,UNKNOWN,UNKNOWN,279500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,17179
ISUZU,MU-7,MU-7 3.0 PRIMO SUPER TITANIUM I-GENII (NAVI),2011,14,100000,7142.857143,1,UNKNOWN,UNKNOWN,UNKNOWN,329500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,17180
ISUZU,MU-7,MU-7 3.0 PRIMO SUPER TITANIUM I-GENII (NAVI) MAN,2011,14,100000,7142.857143,1,UNKNOWN,UNKNOWN,UNKNOWN,309500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,17181
ISUZU,MU-7,MU-7 3.0 S MAN,2008,17,100000,5882.352941,1,UNKNOWN,UNKNOWN,UNKNOWN,191000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,17196
ISUZU,MU-7,MU-7 3.0 S PLATINUM,2009,16,100000,6250,1,UNKNOWN,UNKNOWN,UNKNOWN,231500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,17191
ISUZU,MU-X,1.9 ULTIMATE,2023,2,33788,16894,0,ออโตเมติก,1900CC,BLUE,790000,UNKNOWN,UNKNOWN,UNKNOWN,,X1FBK257|ลำดับที่ 1002,10/27/2025,11/27/2025 13:35,11/27/2025 13:35,15531
ISUZU,MU-X,MU-X 1.9 ACTIVE 2WD,2021,4,85125,21281.25,1,AT,UNKNOWN,UNKNOWN,740500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,17206
ISUZU,MU-X,MU-X 1.9 ACTIVE 2WD,2022,3,100000,33333.33333,1,AT,UNKNOWN,UNKNOWN,809500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,17201
ISUZU,MU-X,MU-X 1.9 CD 2WD,2017,8,100000,12500,1,AT,UNKNOWN,UNKNOWN,537000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,17226
ISUZU,MU-X,MU-X 1.9 CD 2WD (MY17),2018,7,5000,714.2857143,1,AT,UNKNOWN,UNKNOWN,584500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,17221
ISUZU,MU-X,MU-X 1.9 CD 2WD (MY19),2019,6,129661,21610.16667,1,AT,UNKNOWN,UNKNOWN,624000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,17216
ISUZU,MU-X,MU-X 1.9 CD 2WD (MY19),2020,5,100000,20000,1,AT,UNKNOWN,UNKNOWN,690000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,17211
ISUZU,MU-X,MU-X 1.9 DA DVD 2WD,2017,8,100000,12500,1,AT,UNKNOWN,UNKNOWN,660000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,17227
ISUZU,MU-X,MU-X 1.9 DA DVD 2WD THE ICONIC (MY17),2019,6,129661,21610.16667,1,AT,UNKNOWN,UNKNOWN,750500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,17217
ISUZU,MU-X,MU-X 1.9 DA DVD 2WD THE ONYX (MY19),2020,5,100000,20000,1,AT,UNKNOWN,UNKNOWN,798000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,17212
ISUZU,MU-X,MU-X 1.9 DVD 2WD,2017,8,100000,12500,1,UNKNOWN,UNKNOWN,UNKNOWN,607500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,17228
ISUZU,MU-X,MU-X 1.9 DVD 2WD (MY17),2018,7,5000,714.2857143,1,AT,UNKNOWN,UNKNOWN,641500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,17222
ISUZU,MU-X,MU-X 1.9 DVD 2WD (MY17) MAN,2018,7,5000,714.2857143,1,UNKNOWN,UNKNOWN,UNKNOWN,657500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,17223
ISUZU,MU-X,MU-X 1.9 DVD 2WD (MY19),2019,6,129661,21610.16667,1,AT,UNKNOWN,UNKNOWN,707000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,17218
ISUZU,MU-X,MU-X 1.9 DVD 2WD (MY19) MAN,2020,5,100000,20000,1,UNKNOWN,UNKNOWN,UNKNOWN,765000,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,17213
ISUZU,MU-X,MU-X 1.9 LUXURY 2WD MAN,2021,4,85125,21281.25,1,AT,UNKNOWN,UNKNOWN,848500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,17207
ISUZU,MU-X,MU-X 1.9 ULTIMATE 2WD,2021,4,85125,21281.25,1,AT,UNKNOWN,UNKNOWN,961500,CURRENT BID,APPLEAUCTION,AUCTION,,,11/27/2025,11/27/2025 14:00,11/27/2025 14:00,17208
